# Sample Size: 10000
# Sender wins: 4966 | Cracker wins: 5034
# Sender Average | Rolls: 48.7417 | Sent Encrypted 10.1429 | Removed Token 1.2219
# Cracker Average | Rolls: 48.6816 | Get Encrypted 7.7677 | Get Cracked 8.1126
#
[Round, Winner, Sender(Rolls, SendEncr, RemoveDat), Cracker(Rolls, GetEncr, GetCrac)]
[9128, 'Sender', (20, 11, 0), (21, 4, 4)]
[9129, 'Sender', (25, 11, 0), (24, 5, 6)]
[9130, 'Cracker', (25, 8, 0), (26, 3, 10)]
[9131, 'Cracker', (50, 10, 0), (47, 8, 6)]
[9132, 'Sender', (90, 11, 1), (94, 9, 12)]
[9133, 'Sender', (33, 11, 1), (37, 8, 5)]
[9134, 'Cracker', (54, 10, 2), (55, 9, 8)]
[9135, 'Cracker', (35, 10, 0), (39, 7, 12)]
[9136, 'Cracker', (62, 9, 3), (53, 11, 5)]
[9137, 'Cracker', (55, 10, 1), (61, 9, 8)]
[9138, 'Sender', (41, 11, 1), (42, 9, 7)]
[9139, 'Cracker', (40, 9, 1), (36, 6, 8)]
[9140, 'Sender', (42, 11, 0), (43, 6, 8)]
[9141, 'Sender', (30, 11, 0), (28, 7, 6)]
[9142, 'Cracker', (40, 9, 0), (35, 7, 9)]
[9143, 'Sender', (48, 11, 1), (48, 7, 7)]
[9144, 'Cracker', (36, 10, 0), (36, 8, 3)]
[9145, 'Sender', (46, 11, 1), (41, 6, 9)]
[9146, 'Cracker', (73, 9, 5), (63, 11, 12)]
[9147, 'Cracker', (27, 5, 0), (28, 4, 8)]
[9148, 'Sender', (65, 11, 7), (62, 13, 7)]
[9149, 'Sender', (112, 11, 2), (120, 10, 16)]
[9150, 'Cracker', (42, 10, 1), (40, 7, 11)]
[9151, 'Cracker', (71, 10, 3), (70, 12, 9)]
[9152, 'Sender', (32, 11, 0), (23, 4, 5)]
[9153, 'Cracker', (68, 10, 5), (61, 12, 10)]
[9154, 'Cracker', (56, 10, 4), (56, 13, 8)]
[9155, 'Sender', (70, 11, 1), (76, 9, 11)]
[9156, 'Sender', (23, 11, 0), (21, 4, 2)]
[9157, 'Cracker', (60, 9, 0), (61, 9, 10)]
[9158, 'Cracker', (55, 10, 0), (55, 7, 7)]
[9159, 'Cracker', (40, 10, 2), (48, 10, 7)]
[9160, 'Sender', (78, 11, 9), (75, 12, 8)]
[9161, 'Cracker', (61, 10, 3), (62, 11, 13)]
[9162, 'Sender', (48, 11, 1), (52, 7, 7)]
[9163, 'Cracker', (31, 9, 0), (32, 6, 5)]
[9164, 'Cracker', (56, 10, 0), (58, 8, 10)]
[9165, 'Cracker', (58, 9, 0), (59, 6, 10)]
[9166, 'Cracker', (31, 9, 0), (37, 3, 9)]
[9167, 'Cracker', (26, 9, 1), (30, 8, 6)]
[9168, 'Cracker', (70, 10, 4), (60, 13, 7)]
[9169, 'Cracker', (59, 10, 2), (70, 10, 9)]
[9170, 'Sender', (40, 11, 0), (43, 5, 9)]
[9171, 'Cracker', (30, 10, 0), (34, 7, 6)]
[9172, 'Cracker', (90, 10, 7), (81, 13, 16)]
[9173, 'Sender', (77, 11, 7), (72, 14, 8)]
[9174, 'Cracker', (101, 10, 4), (91, 11, 14)]
[9175, 'Cracker', (101, 10, 2), (96, 11, 12)]
[9176, 'Sender', (61, 11, 2), (54, 9, 3)]
[9177, 'Cracker', (28, 8, 0), (30, 6, 7)]
[9178, 'Cracker', (24, 9, 0), (26, 6, 6)]
[9179, 'Sender', (61, 11, 0), (61, 6, 14)]
[9180, 'Cracker', (63, 10, 5), (61, 13, 9)]
[9181, 'Cracker', (58, 10, 0), (55, 8, 8)]
[9182, 'Sender', (52, 11, 1), (51, 8, 7)]
[9183, 'Sender', (39, 11, 3), (39, 9, 4)]
[9184, 'Cracker', (71, 10, 1), (73, 9, 14)]
[9185, 'Sender', (47, 11, 0), (50, 7, 8)]
[9186, 'Sender', (45, 11, 0), (42, 6, 10)]
[9187, 'Sender', (56, 11, 1), (62, 9, 10)]
[9188, 'Cracker', (35, 10, 2), (50, 11, 6)]
[9189, 'Sender', (47, 11, 1), (52, 8, 11)]
[9190, 'Sender', (36, 11, 1), (29, 5, 6)]
[9191, 'Sender', (43, 11, 0), (43, 7, 9)]
[9192, 'Cracker', (48, 10, 0), (50, 8, 8)]
[9193, 'Sender', (59, 11, 7), (50, 12, 7)]
[9194, 'Sender', (44, 11, 3), (38, 8, 5)]
[9195, 'Sender', (39, 11, 1), (39, 5, 2)]
[9196, 'Sender', (45, 11, 3), (48, 8, 9)]
[9197, 'Cracker', (42, 9, 0), (42, 8, 6)]
[9198, 'Cracker', (39, 9, 0), (43, 8, 11)]
[9199, 'Cracker', (39, 10, 0), (38, 9, 7)]
[9200, 'Sender', (45, 11, 2), (44, 9, 9)]
[9201, 'Cracker', (40, 10, 0), (39, 8, 8)]
[9202, 'Cracker', (42, 9, 0), (48, 8, 11)]
[9203, 'Cracker', (32, 10, 0), (33, 7, 7)]
[9204, 'Cracker', (85, 10, 6), (87, 14, 15)]
[9205, 'Cracker', (32, 8, 0), (31, 5, 8)]
[9206, 'Sender', (71, 11, 4), (74, 8, 12)]
[9207, 'Cracker', (58, 10, 1), (62, 10, 7)]
[9208, 'Sender', (50, 11, 1), (47, 5, 2)]
[9209, 'Cracker', (96, 10, 11), (96, 18, 13)]
[9210, 'Sender', (38, 11, 0), (38, 8, 5)]
[9211, 'Cracker', (87, 10, 3), (93, 10, 16)]
[9212, 'Sender', (51, 11, 4), (41, 7, 6)]
[9213, 'Cracker', (36, 10, 1), (44, 10, 5)]
[9214, 'Sender', (67, 11, 5), (61, 11, 5)]
[9215, 'Cracker', (21, 7, 0), (25, 4, 11)]
[9216, 'Cracker', (37, 8, 0), (37, 5, 7)]
[9217, 'Sender', (53, 11, 1), (55, 8, 10)]
[9218, 'Sender', (46, 11, 0), (53, 7, 9)]
[9219, 'Cracker', (42, 9, 1), (51, 8, 5)]
[9220, 'Cracker', (34, 10, 1), (34, 9, 6)]
[9221, 'Cracker', (25, 7, 0), (29, 4, 8)]
[9222, 'Cracker', (35, 10, 1), (39, 7, 9)]
[9223, 'Sender', (53, 11, 2), (42, 8, 5)]
[9224, 'Sender', (56, 11, 2), (47, 7, 7)]
[9225, 'Cracker', (39, 9, 1), (39, 4, 9)]
[9226, 'Sender', (53, 11, 4), (46, 9, 5)]
[9227, 'Sender', (59, 11, 3), (55, 8, 6)]
[9228, 'Sender', (78, 11, 2), (67, 8, 10)]
[9229, 'Cracker', (76, 10, 2), (80, 10, 12)]
[9230, 'Sender', (42, 11, 0), (43, 9, 7)]
[9231, 'Sender', (55, 11, 6), (46, 10, 5)]
[9232, 'Cracker', (31, 5, 0), (34, 5, 9)]
[9233, 'Sender', (57, 11, 1), (57, 6, 8)]
[9234, 'Cracker', (55, 10, 2), (59, 9, 7)]
[9235, 'Cracker', (37, 8, 0), (40, 6, 9)]
[9236, 'Cracker', (63, 10, 1), (57, 7, 13)]
[9237, 'Sender', (43, 11, 2), (50, 7, 9)]
[9238, 'Sender', (41, 11, 0), (41, 8, 7)]
[9239, 'Sender', (30, 11, 0), (29, 7, 3)]
[9240, 'Sender', (43, 11, 3), (47, 9, 3)]
[9241, 'Sender', (60, 11, 1), (69, 10, 6)]
[9242, 'Cracker', (40, 9, 0), (45, 5, 8)]
[9243, 'Cracker', (74, 10, 1), (71, 8, 10)]
[9244, 'Cracker', (62, 10, 1), (56, 10, 11)]
[9245, 'Cracker', (24, 8, 0), (27, 6, 8)]
[9246, 'Cracker', (44, 9, 0), (42, 6, 8)]
[9247, 'Sender', (38, 11, 0), (38, 5, 7)]
[9248, 'Cracker', (74, 10, 4), (73, 11, 15)]
[9249, 'Sender', (54, 11, 2), (50, 7, 7)]
[9250, 'Sender', (58, 11, 1), (57, 7, 12)]
[9251, 'Sender', (52, 11, 5), (53, 11, 3)]
[9252, 'Sender', (48, 11, 0), (43, 7, 8)]
[9253, 'Sender', (63, 11, 1), (61, 8, 7)]
[9254, 'Sender', (69, 11, 6), (64, 11, 5)]
[9255, 'Sender', (96, 11, 3), (94, 10, 11)]
[9256, 'Cracker', (39, 10, 0), (37, 4, 10)]
[9257, 'Sender', (42, 11, 1), (43, 8, 7)]
[9258, 'Sender', (46, 11, 0), (41, 6, 9)]
[9259, 'Sender', (44, 11, 3), (46, 11, 4)]
[9260, 'Cracker', (40, 10, 0), (45, 7, 9)]
[9261, 'Cracker', (53, 10, 2), (59, 10, 9)]
[9262, 'Sender', (41, 11, 0), (33, 5, 7)]
[9263, 'Sender', (52, 11, 5), (55, 9, 6)]
[9264, 'Cracker', (96, 10, 4), (91, 11, 11)]
[9265, 'Sender', (53, 11, 2), (59, 7, 11)]
[9266, 'Sender', (50, 11, 1), (48, 7, 9)]
[9267, 'Cracker', (28, 10, 0), (27, 6, 8)]
[9268, 'Sender', (57, 11, 5), (53, 11, 4)]
[9269, 'Cracker', (33, 8, 0), (48, 5, 11)]
[9270, 'Sender', (54, 11, 3), (50, 10, 6)]
[9271, 'Cracker', (51, 10, 1), (45, 9, 8)]
[9272, 'Cracker', (32, 9, 0), (39, 4, 11)]
[9273, 'Cracker', (39, 9, 0), (44, 6, 10)]
[9274, 'Sender', (24, 11, 0), (27, 5, 9)]
[9275, 'Cracker', (36, 10, 0), (39, 7, 6)]
[9276, 'Cracker', (54, 10, 1), (54, 7, 15)]
[9277, 'Sender', (57, 11, 1), (51, 7, 8)]
[9278, 'Sender', (43, 11, 1), (36, 5, 4)]
[9279, 'Sender', (100, 11, 4), (93, 12, 10)]
[9280, 'Cracker', (59, 9, 2), (57, 10, 5)]
[9281, 'Sender', (40, 11, 0), (46, 7, 8)]
[9282, 'Sender', (32, 11, 0), (34, 7, 6)]
[9283, 'Cracker', (44, 10, 0), (44, 7, 9)]
[9284, 'Sender', (50, 11, 0), (50, 5, 8)]
[9285, 'Cracker', (26, 8, 0), (27, 5, 7)]
[9286, 'Sender', (39, 11, 0), (43, 6, 6)]
[9287, 'Cracker', (53, 9, 0), (48, 7, 11)]
[9288, 'Cracker', (20, 7, 0), (28, 4, 7)]
[9289, 'Sender', (26, 11, 0), (28, 5, 2)]
[9290, 'Sender', (35, 11, 2), (35, 8, 4)]
[9291, 'Sender', (49, 11, 0), (49, 8, 9)]
[9292, 'Sender', (46, 11, 1), (42, 6, 9)]
[9293, 'Cracker', (31, 10, 0), (40, 6, 10)]
[9294, 'Sender', (46, 11, 4), (41, 10, 8)]
[9295, 'Sender', (56, 11, 7), (61, 14, 7)]
[9296, 'Cracker', (37, 9, 0), (38, 8, 5)]
[9297, 'Sender', (46, 11, 4), (42, 10, 4)]
[9298, 'Sender', (74, 11, 0), (84, 8, 10)]
[9299, 'Sender', (52, 11, 3), (53, 11, 4)]
[9300, 'Cracker', (51, 10, 0), (46, 8, 7)]
[9301, 'Sender', (51, 11, 0), (52, 6, 8)]
[9302, 'Cracker', (44, 10, 0), (46, 5, 15)]
[9303, 'Sender', (40, 11, 0), (43, 8, 5)]
[9304, 'Cracker', (34, 9, 0), (48, 5, 10)]
[9305, 'Cracker', (33, 9, 0), (37, 6, 8)]
[9306, 'Sender', (85, 11, 5), (91, 11, 11)]
[9307, 'Sender', (21, 11, 1), (20, 6, 0)]
[9308, 'Sender', (32, 11, 1), (36, 8, 6)]
[9309, 'Cracker', (34, 9, 0), (29, 6, 8)]
[9310, 'Sender', (27, 11, 1), (29, 5, 3)]
[9311, 'Cracker', (35, 9, 0), (33, 7, 9)]
[9312, 'Sender', (46, 11, 1), (48, 8, 9)]
[9313, 'Cracker', (99, 10, 5), (96, 14, 12)]
[9314, 'Sender', (58, 11, 1), (51, 7, 9)]
[9315, 'Cracker', (34, 10, 1), (32, 8, 10)]
[9316, 'Cracker', (64, 10, 0), (63, 8, 11)]
[9317, 'Sender', (37, 11, 1), (33, 8, 6)]
[9318, 'Cracker', (27, 10, 0), (31, 4, 9)]
[9319, 'Cracker', (31, 8, 1), (32, 6, 7)]
[9320, 'Sender', (54, 11, 2), (52, 6, 13)]
[9321, 'Cracker', (64, 10, 6), (69, 13, 8)]
[9322, 'Sender', (67, 11, 4), (64, 11, 12)]
[9323, 'Sender', (42, 11, 0), (41, 8, 7)]
[9324, 'Sender', (56, 11, 0), (58, 7, 9)]
[9325, 'Sender', (58, 11, 2), (46, 8, 4)]
[9326, 'Cracker', (46, 10, 2), (45, 10, 8)]
[9327, 'Cracker', (39, 10, 0), (43, 6, 9)]
[9328, 'Sender', (53, 11, 2), (50, 8, 6)]
[9329, 'Sender', (51, 11, 0), (50, 7, 10)]
[9330, 'Sender', (52, 11, 1), (52, 6, 6)]
[9331, 'Cracker', (42, 9, 3), (44, 9, 7)]
[9332, 'Cracker', (39, 10, 0), (39, 5, 9)]
[9333, 'Sender', (63, 11, 3), (57, 11, 9)]
[9334, 'Cracker', (40, 9, 0), (36, 6, 11)]
[9335, 'Cracker', (94, 10, 8), (88, 15, 13)]
[9336, 'Sender', (60, 11, 0), (51, 8, 8)]
[9337, 'Cracker', (43, 10, 1), (48, 9, 10)]
[9338, 'Sender', (69, 11, 3), (74, 11, 10)]
[9339, 'Cracker', (27, 8, 0), (26, 3, 9)]
[9340, 'Cracker', (32, 7, 0), (36, 5, 9)]
[9341, 'Sender', (31, 11, 0), (31, 4, 7)]
[9342, 'Cracker', (35, 10, 0), (38, 5, 9)]
[9343, 'Sender', (62, 11, 0), (54, 8, 11)]
[9344, 'Cracker', (45, 10, 2), (38, 8, 10)]
[9345, 'Cracker', (32, 9, 1), (37, 8, 6)]
[9346, 'Sender', (39, 11, 0), (33, 8, 5)]
[9347, 'Sender', (60, 11, 0), (62, 6, 13)]
[9348, 'Cracker', (34, 9, 0), (39, 5, 7)]
[9349, 'Cracker', (54, 10, 0), (58, 7, 13)]
[9350, 'Sender', (60, 11, 2), (58, 8, 10)]
[9351, 'Sender', (32, 11, 1), (32, 7, 7)]
[9352, 'Cracker', (46, 9, 0), (51, 8, 11)]
[9353, 'Sender', (39, 11, 0), (43, 6, 6)]
[9354, 'Cracker', (18, 8, 0), (25, 2, 10)]
[9355, 'Cracker', (80, 10, 3), (75, 10, 16)]
[9356, 'Sender', (53, 11, 1), (46, 6, 11)]
[9357, 'Cracker', (55, 10, 3), (44, 10, 11)]
[9358, 'Sender', (50, 11, 4), (50, 10, 5)]
[9359, 'Cracker', (59, 10, 0), (55, 8, 9)]
[9360, 'Sender', (41, 11, 0), (40, 7, 7)]
[9361, 'Sender', (36, 11, 2), (34, 7, 3)]
[9362, 'Sender', (71, 11, 2), (79, 9, 14)]
[9363, 'Sender', (40, 11, 0), (38, 7, 5)]
[9364, 'Cracker', (70, 10, 3), (70, 10, 10)]
[9365, 'Sender', (53, 11, 1), (44, 6, 8)]
[9366, 'Cracker', (22, 8, 0), (25, 7, 8)]
[9367, 'Cracker', (98, 10, 2), (93, 9, 17)]
[9368, 'Cracker', (56, 10, 3), (51, 11, 10)]
[9369, 'Sender', (29, 11, 0), (26, 5, 7)]
[9370, 'Sender', (52, 11, 3), (52, 9, 11)]
[9371, 'Cracker', (52, 10, 0), (48, 8, 11)]
[9372, 'Sender', (40, 11, 0), (38, 6, 8)]
[9373, 'Cracker', (34, 10, 0), (39, 7, 9)]
[9374, 'Cracker', (25, 8, 0), (26, 6, 5)]
[9375, 'Sender', (41, 11, 3), (38, 5, 5)]
[9376, 'Sender', (34, 11, 1), (41, 9, 5)]
[9377, 'Cracker', (83, 10, 1), (85, 9, 13)]
[9378, 'Cracker', (27, 9, 0), (30, 5, 9)]
[9379, 'Sender', (32, 11, 1), (32, 6, 4)]
[9380, 'Cracker', (59, 10, 0), (51, 7, 10)]
[9381, 'Cracker', (35, 9, 1), (43, 7, 11)]
[9382, 'Sender', (47, 11, 0), (53, 6, 9)]
[9383, 'Sender', (30, 11, 0), (29, 7, 3)]
[9384, 'Cracker', (45, 10, 1), (47, 8, 5)]
[9385, 'Sender', (29, 11, 1), (29, 5, 4)]
[9386, 'Cracker', (42, 10, 3), (36, 9, 7)]
[9387, 'Sender', (55, 11, 2), (65, 9, 7)]
[9388, 'Cracker', (62, 10, 1), (60, 8, 9)]
[9389, 'Sender', (32, 11, 1), (30, 5, 2)]
[9390, 'Sender', (46, 11, 1), (41, 10, 5)]
[9391, 'Sender', (50, 11, 2), (47, 7, 11)]
[9392, 'Cracker', (35, 10, 0), (39, 5, 8)]
[9393, 'Cracker', (46, 9, 0), (43, 8, 11)]
[9394, 'Cracker', (51, 10, 0), (45, 7, 8)]
[9395, 'Sender', (51, 11, 3), (56, 10, 11)]
[9396, 'Cracker', (38, 9, 0), (38, 6, 9)]
[9397, 'Sender', (34, 11, 0), (39, 7, 5)]
[9398, 'Cracker', (42, 10, 0), (42, 5, 12)]
[9399, 'Sender', (56, 11, 1), (56, 8, 9)]
[9400, 'Cracker', (28, 8, 0), (28, 6, 6)]
[9401, 'Cracker', (67, 10, 2), (71, 9, 16)]
[9402, 'Cracker', (48, 9, 0), (48, 5, 13)]
[9403, 'Sender', (39, 11, 0), (45, 5, 8)]
[9404, 'Sender', (38, 11, 0), (35, 5, 8)]
[9405, 'Sender', (50, 11, 1), (49, 8, 10)]
[9406, 'Sender', (45, 11, 0), (48, 5, 6)]
[9407, 'Cracker', (36, 10, 0), (39, 8, 9)]
[9408, 'Cracker', (45, 10, 0), (52, 7, 11)]
[9409, 'Cracker', (28, 8, 0), (39, 6, 9)]
[9410, 'Sender', (54, 11, 1), (48, 8, 9)]
[9411, 'Cracker', (53, 9, 0), (48, 6, 9)]
[9412, 'Cracker', (49, 9, 0), (52, 6, 6)]
[9413, 'Cracker', (47, 10, 0), (48, 6, 8)]
[9414, 'Sender', (57, 11, 0), (64, 7, 15)]
[9415, 'Sender', (54, 11, 0), (48, 6, 8)]
[9416, 'Sender', (42, 11, 0), (39, 7, 8)]
[9417, 'Sender', (53, 11, 4), (53, 10, 7)]
[9418, 'Cracker', (41, 10, 1), (44, 9, 8)]
[9419, 'Cracker', (37, 10, 0), (36, 7, 6)]
[9420, 'Sender', (32, 11, 0), (27, 6, 5)]
[9421, 'Sender', (65, 11, 1), (62, 8, 11)]
[9422, 'Cracker', (39, 9, 0), (34, 6, 9)]
[9423, 'Cracker', (68, 10, 5), (70, 13, 8)]
[9424, 'Sender', (63, 11, 1), (50, 10, 4)]
[9425, 'Sender', (54, 11, 2), (43, 8, 7)]
[9426, 'Cracker', (53, 10, 1), (55, 6, 10)]
[9427, 'Sender', (63, 11, 5), (57, 12, 10)]
[9428, 'Sender', (58, 11, 1), (57, 8, 10)]
[9429, 'Sender', (56, 11, 0), (55, 7, 10)]
[9430, 'Cracker', (46, 10, 0), (42, 8, 9)]
[9431, 'Sender', (28, 11, 0), (29, 5, 5)]
[9432, 'Sender', (62, 11, 2), (59, 10, 10)]
[9433, 'Cracker', (71, 10, 4), (71, 11, 11)]
[9434, 'Sender', (35, 11, 3), (37, 8, 5)]
[9435, 'Sender', (43, 11, 1), (40, 6, 5)]
[9436, 'Cracker', (40, 10, 1), (41, 9, 7)]
[9437, 'Sender', (38, 11, 2), (50, 7, 5)]
[9438, 'Sender', (33, 11, 0), (25, 4, 3)]
[9439, 'Cracker', (29, 9, 0), (24, 7, 4)]
[9440, 'Cracker', (44, 10, 0), (41, 9, 9)]
[9441, 'Sender', (69, 11, 4), (63, 10, 9)]
[9442, 'Cracker', (50, 10, 0), (50, 8, 11)]
[9443, 'Sender', (38, 11, 0), (34, 8, 3)]
[9444, 'Cracker', (65, 10, 4), (67, 13, 10)]
[9445, 'Sender', (19, 11, 0), (20, 3, 3)]
[9446, 'Cracker', (35, 10, 0), (38, 8, 6)]
[9447, 'Sender', (46, 11, 1), (32, 8, 5)]
[9448, 'Cracker', (72, 10, 4), (69, 11, 15)]
[9449, 'Cracker', (28, 7, 0), (33, 4, 12)]
[9450, 'Cracker', (57, 9, 0), (59, 8, 10)]
[9451, 'Sender', (35, 11, 0), (40, 5, 8)]
[9452, 'Cracker', (46, 9, 0), (50, 8, 7)]
[9453, 'Cracker', (31, 9, 0), (31, 7, 7)]
[9454, 'Cracker', (37, 8, 0), (39, 5, 11)]
[9455, 'Sender', (31, 11, 0), (34, 5, 4)]
[9456, 'Sender', (43, 11, 0), (37, 9, 4)]
[9457, 'Sender', (46, 11, 1), (34, 7, 6)]
[9458, 'Cracker', (32, 7, 0), (34, 5, 7)]
[9459, 'Sender', (80, 11, 4), (84, 12, 8)]
[9460, 'Cracker', (44, 9, 1), (42, 9, 11)]
[9461, 'Cracker', (38, 9, 0), (40, 6, 10)]
[9462, 'Cracker', (36, 10, 0), (41, 8, 7)]
[9463, 'Cracker', (70, 10, 8), (62, 15, 7)]
[9464, 'Cracker', (40, 9, 0), (36, 5, 12)]
[9465, 'Cracker', (30, 9, 0), (31, 6, 7)]
[9466, 'Cracker', (63, 10, 2), (55, 10, 9)]
[9467, 'Sender', (36, 11, 1), (41, 7, 8)]
[9468, 'Sender', (35, 11, 0), (34, 5, 6)]
[9469, 'Cracker', (36, 9, 0), (43, 8, 7)]
[9470, 'Sender', (37, 11, 0), (38, 6, 8)]
[9471, 'Cracker', (30, 10, 0), (32, 6, 8)]
[9472, 'Sender', (53, 11, 0), (52, 6, 11)]
[9473, 'Sender', (48, 11, 1), (50, 7, 7)]
[9474, 'Sender', (56, 11, 0), (56, 6, 8)]
[9475, 'Sender', (50, 11, 3), (48, 11, 7)]
[9476, 'Cracker', (40, 10, 0), (37, 7, 9)]
[9477, 'Cracker', (26, 9, 0), (33, 8, 4)]
[9478, 'Cracker', (58, 9, 1), (63, 7, 11)]
[9479, 'Sender', (44, 11, 1), (45, 9, 4)]
[9480, 'Cracker', (40, 8, 0), (45, 4, 10)]
[9481, 'Sender', (58, 11, 2), (59, 8, 6)]
[9482, 'Sender', (41, 11, 2), (41, 7, 4)]
[9483, 'Cracker', (42, 10, 1), (43, 8, 8)]
[9484, 'Cracker', (62, 9, 0), (58, 7, 13)]
[9485, 'Cracker', (78, 10, 1), (84, 7, 16)]
[9486, 'Sender', (26, 11, 0), (24, 7, 3)]
[9487, 'Sender', (35, 11, 0), (33, 5, 4)]
[9488, 'Cracker', (67, 10, 4), (66, 13, 8)]
[9489, 'Sender', (70, 11, 3), (59, 10, 6)]
[9490, 'Sender', (39, 11, 1), (38, 7, 4)]
[9491, 'Cracker', (87, 10, 0), (85, 8, 13)]
[9492, 'Sender', (35, 11, 0), (37, 6, 10)]
[9493, 'Sender', (86, 11, 2), (85, 9, 13)]
[9494, 'Sender', (37, 11, 0), (35, 7, 7)]
[9495, 'Sender', (62, 11, 2), (61, 8, 9)]
[9496, 'Cracker', (30, 9, 0), (35, 6, 10)]
[9497, 'Cracker', (40, 8, 0), (41, 4, 11)]
[9498, 'Sender', (42, 11, 0), (41, 7, 9)]
[9499, 'Cracker', (62, 10, 1), (59, 9, 7)]
[9500, 'Cracker', (31, 9, 0), (35, 7, 6)]
[9501, 'Cracker', (25, 9, 0), (31, 6, 8)]
[9502, 'Sender', (53, 11, 2), (53, 8, 11)]
[9503, 'Cracker', (47, 10, 0), (50, 7, 11)]
[9504, 'Sender', (61, 11, 9), (69, 16, 8)]
[9505, 'Sender', (72, 11, 3), (79, 8, 9)]
[9506, 'Sender', (47, 11, 0), (38, 5, 6)]
[9507, 'Cracker', (66, 9, 0), (62, 8, 14)]
[9508, 'Cracker', (85, 10, 3), (84, 11, 14)]
[9509, 'Sender', (47, 11, 2), (45, 9, 7)]
[9510, 'Sender', (68, 11, 5), (71, 11, 9)]
[9511, 'Cracker', (37, 10, 0), (36, 7, 8)]
[9512, 'Sender', (58, 11, 1), (53, 8, 9)]
[9513, 'Sender', (54, 11, 1), (55, 5, 8)]
[9514, 'Cracker', (22, 8, 0), (22, 3, 9)]
[9515, 'Cracker', (34, 8, 0), (32, 3, 8)]
[9516, 'Sender', (36, 11, 4), (34, 7, 3)]
[9517, 'Sender', (68, 11, 1), (68, 8, 9)]
[9518, 'Sender', (34, 11, 1), (27, 5, 6)]
[9519, 'Cracker', (36, 8, 0), (37, 7, 9)]
[9520, 'Sender', (60, 11, 0), (56, 8, 8)]
[9521, 'Sender', (57, 11, 0), (60, 7, 8)]
[9522, 'Cracker', (61, 10, 3), (65, 11, 9)]
[9523, 'Sender', (50, 11, 0), (46, 7, 10)]
[9524, 'Cracker', (82, 10, 5), (91, 13, 14)]
[9525, 'Sender', (73, 11, 2), (79, 8, 11)]
[9526, 'Sender', (56, 11, 4), (51, 12, 6)]
[9527, 'Sender', (40, 11, 0), (38, 7, 9)]
[9528, 'Sender', (39, 11, 0), (48, 7, 13)]
[9529, 'Sender', (74, 11, 4), (75, 11, 8)]
[9530, 'Cracker', (25, 9, 1), (28, 7, 5)]
[9531, 'Sender', (84, 11, 6), (82, 14, 12)]
[9532, 'Sender', (31, 11, 1), (33, 7, 6)]
[9533, 'Sender', (59, 11, 2), (62, 9, 9)]
[9534, 'Sender', (45, 11, 2), (58, 9, 5)]
[9535, 'Cracker', (32, 8, 0), (35, 7, 9)]
[9536, 'Sender', (42, 11, 1), (41, 6, 7)]
[9537, 'Sender', (43, 11, 1), (44, 8, 2)]
[9538, 'Cracker', (43, 10, 0), (49, 9, 8)]
[9539, 'Cracker', (74, 10, 1), (74, 8, 14)]
[9540, 'Cracker', (41, 10, 0), (39, 8, 8)]
[9541, 'Cracker', (46, 10, 3), (49, 11, 7)]
[9542, 'Sender', (60, 11, 3), (49, 10, 7)]
[9543, 'Sender', (33, 11, 0), (25, 6, 6)]
[9544, 'Cracker', (33, 7, 0), (38, 5, 10)]
[9545, 'Sender', (65, 11, 1), (57, 8, 10)]
[9546, 'Sender', (63, 11, 1), (56, 8, 9)]
[9547, 'Cracker', (48, 9, 0), (42, 6, 9)]
[9548, 'Sender', (44, 11, 0), (34, 8, 10)]
[9549, 'Sender', (55, 11, 1), (57, 9, 8)]
[9550, 'Sender', (40, 11, 0), (38, 5, 7)]
[9551, 'Cracker', (38, 9, 0), (33, 7, 8)]
[9552, 'Cracker', (67, 10, 2), (54, 10, 9)]
[9553, 'Cracker', (42, 9, 0), (33, 7, 9)]
[9554, 'Sender', (51, 11, 5), (47, 12, 5)]
[9555, 'Sender', (50, 11, 1), (54, 7, 7)]
[9556, 'Sender', (34, 11, 0), (31, 6, 5)]
[9557, 'Cracker', (31, 10, 0), (35, 8, 9)]
[9558, 'Sender', (36, 11, 0), (36, 5, 6)]
[9559, 'Cracker', (38, 10, 0), (42, 7, 12)]
[9560, 'Sender', (38, 11, 0), (42, 4, 6)]
[9561, 'Sender', (20, 11, 0), (22, 3, 3)]
[9562, 'Sender', (50, 11, 2), (48, 9, 5)]
[9563, 'Cracker', (44, 5, 0), (43, 4, 7)]
[9564, 'Cracker', (37, 9, 1), (38, 9, 5)]
[9565, 'Cracker', (38, 10, 0), (36, 6, 6)]
[9566, 'Sender', (63, 11, 1), (68, 7, 8)]
[9567, 'Sender', (53, 11, 0), (51, 5, 12)]
[9568, 'Cracker', (42, 10, 0), (37, 8, 6)]
[9569, 'Sender', (62, 11, 1), (61, 7, 8)]
[9570, 'Cracker', (26, 6, 0), (30, 3, 9)]
[9571, 'Cracker', (62, 9, 0), (66, 7, 13)]
[9572, 'Cracker', (43, 8, 0), (39, 5, 9)]
[9573, 'Sender', (43, 11, 0), (44, 7, 8)]
[9574, 'Sender', (53, 11, 0), (57, 6, 9)]
[9575, 'Sender', (60, 11, 5), (56, 9, 6)]
[9576, 'Cracker', (51, 10, 1), (59, 9, 8)]
[9577, 'Cracker', (50, 9, 0), (56, 8, 12)]
[9578, 'Sender', (31, 11, 2), (29, 6, 5)]
[9579, 'Cracker', (71, 10, 0), (68, 8, 8)]
[9580, 'Cracker', (45, 10, 5), (45, 13, 5)]
