# Sample Size: 10000
# Sender wins: 4966 | Cracker wins: 5034
# Sender Average | Rolls: 48.7417 | Sent Encrypted 10.1429 | Removed Token 1.2219
# Cracker Average | Rolls: 48.6816 | Get Encrypted 7.7677 | Get Cracked 8.1126
#
[Round, Winner, Sender(Rolls, SendEncr, RemoveDat), Cracker(Rolls, GetEncr, GetCrac)]
[4147, 'Cracker', (55, 10, 1), (69, 7, 13)]
[4148, 'Sender', (40, 11, 1), (38, 8, 5)]
[4149, 'Cracker', (53, 10, 1), (59, 10, 13)]
[4150, 'Cracker', (34, 8, 0), (32, 7, 7)]
[4151, 'Cracker', (33, 10, 0), (36, 7, 6)]
[4152, 'Cracker', (34, 9, 0), (28, 8, 3)]
[4153, 'Cracker', (21, 8, 0), (25, 6, 6)]
[4154, 'Sender', (40, 11, 1), (38, 7, 6)]
[4155, 'Sender', (45, 11, 2), (49, 7, 7)]
[4156, 'Cracker', (32, 9, 1), (42, 10, 7)]
[4157, 'Sender', (59, 11, 1), (58, 8, 10)]
[4158, 'Cracker', (33, 10, 0), (31, 6, 6)]
[4159, 'Cracker', (50, 10, 0), (54, 7, 10)]
[4160, 'Sender', (49, 11, 3), (56, 10, 9)]
[4161, 'Cracker', (18, 7, 0), (22, 5, 7)]
[4162, 'Sender', (57, 11, 1), (57, 8, 11)]
[4163, 'Cracker', (54, 9, 1), (49, 8, 10)]
[4164, 'Sender', (48, 11, 1), (44, 7, 7)]
[4165, 'Cracker', (43, 10, 0), (49, 8, 11)]
[4166, 'Sender', (60, 11, 4), (65, 10, 7)]
[4167, 'Sender', (63, 11, 2), (59, 10, 6)]
[4168, 'Cracker', (57, 10, 0), (52, 6, 7)]
[4169, 'Cracker', (47, 10, 0), (47, 8, 9)]
[4170, 'Sender', (55, 11, 0), (57, 8, 10)]
[4171, 'Sender', (43, 11, 1), (35, 8, 3)]
[4172, 'Cracker', (46, 9, 0), (49, 8, 9)]
[4173, 'Sender', (47, 11, 2), (38, 6, 6)]
[4174, 'Sender', (67, 11, 4), (68, 10, 8)]
[4175, 'Sender', (47, 11, 0), (49, 8, 6)]
[4176, 'Sender', (51, 11, 4), (46, 9, 5)]
[4177, 'Sender', (36, 11, 0), (38, 4, 5)]
[4178, 'Cracker', (115, 10, 4), (107, 12, 15)]
[4179, 'Sender', (56, 11, 1), (53, 7, 6)]
[4180, 'Sender', (46, 11, 2), (48, 7, 6)]
[4181, 'Sender', (64, 11, 0), (66, 8, 9)]
[4182, 'Sender', (81, 11, 8), (85, 14, 10)]
[4183, 'Sender', (58, 11, 3), (59, 8, 8)]
[4184, 'Sender', (70, 11, 3), (65, 10, 7)]
[4185, 'Sender', (29, 11, 0), (29, 4, 4)]
[4186, 'Cracker', (23, 9, 0), (24, 5, 7)]
[4187, 'Sender', (40, 11, 0), (40, 7, 4)]
[4188, 'Sender', (36, 11, 1), (36, 5, 6)]
[4189, 'Cracker', (39, 10, 0), (47, 7, 7)]
[4190, 'Sender', (75, 11, 0), (68, 8, 12)]
[4191, 'Sender', (43, 11, 4), (46, 9, 2)]
[4192, 'Cracker', (50, 10, 1), (51, 9, 12)]
[4193, 'Sender', (60, 11, 0), (60, 8, 11)]
[4194, 'Cracker', (54, 9, 1), (60, 7, 12)]
[4195, 'Sender', (62, 11, 6), (63, 10, 8)]
[4196, 'Cracker', (37, 10, 0), (34, 6, 10)]
[4197, 'Cracker', (47, 9, 1), (56, 9, 8)]
[4198, 'Cracker', (39, 10, 0), (39, 6, 10)]
[4199, 'Sender', (28, 11, 1), (29, 7, 5)]
[4200, 'Cracker', (34, 10, 0), (33, 8, 7)]
[4201, 'Sender', (48, 11, 6), (45, 11, 6)]
[4202, 'Sender', (62, 11, 5), (57, 12, 6)]
[4203, 'Sender', (48, 11, 2), (45, 8, 7)]
[4204, 'Sender', (50, 11, 1), (48, 6, 9)]
[4205, 'Cracker', (83, 10, 1), (90, 9, 12)]
[4206, 'Sender', (28, 11, 2), (22, 8, 1)]
[4207, 'Cracker', (40, 9, 0), (43, 6, 8)]
[4208, 'Cracker', (67, 10, 0), (73, 8, 15)]
[4209, 'Sender', (39, 11, 0), (34, 7, 6)]
[4210, 'Cracker', (48, 10, 0), (52, 7, 14)]
[4211, 'Sender', (45, 11, 1), (45, 5, 7)]
[4212, 'Cracker', (22, 9, 0), (23, 4, 8)]
[4213, 'Cracker', (48, 9, 0), (64, 8, 13)]
[4214, 'Cracker', (31, 10, 0), (27, 7, 6)]
[4215, 'Cracker', (45, 10, 0), (47, 6, 8)]
[4216, 'Sender', (42, 11, 2), (36, 7, 8)]
[4217, 'Sender', (81, 11, 9), (89, 16, 12)]
[4218, 'Sender', (33, 11, 2), (29, 7, 2)]
[4219, 'Sender', (41, 11, 0), (39, 7, 5)]
[4220, 'Sender', (62, 11, 0), (54, 9, 6)]
[4221, 'Cracker', (61, 9, 0), (69, 8, 10)]
[4222, 'Cracker', (43, 10, 1), (45, 9, 8)]
[4223, 'Cracker', (72, 10, 2), (72, 10, 10)]
[4224, 'Sender', (61, 11, 5), (66, 10, 11)]
[4225, 'Sender', (69, 11, 4), (62, 11, 13)]
[4226, 'Sender', (39, 11, 0), (37, 8, 9)]
[4227, 'Sender', (69, 11, 1), (73, 8, 14)]
[4228, 'Cracker', (74, 10, 1), (78, 8, 11)]
[4229, 'Sender', (66, 11, 0), (60, 9, 8)]
[4230, 'Sender', (40, 11, 0), (44, 6, 7)]
[4231, 'Sender', (37, 11, 3), (31, 6, 2)]
[4232, 'Cracker', (39, 9, 0), (39, 6, 9)]
[4233, 'Cracker', (31, 9, 0), (30, 6, 7)]
[4234, 'Cracker', (62, 10, 1), (58, 9, 10)]
[4235, 'Cracker', (40, 9, 1), (40, 7, 9)]
[4236, 'Cracker', (82, 8, 3), (72, 10, 11)]
[4237, 'Sender', (75, 11, 3), (78, 11, 11)]
[4238, 'Cracker', (49, 8, 0), (46, 8, 7)]
[4239, 'Cracker', (66, 10, 1), (57, 8, 8)]
[4240, 'Cracker', (122, 10, 11), (136, 19, 14)]
[4241, 'Sender', (56, 11, 7), (48, 11, 4)]
[4242, 'Sender', (65, 11, 1), (59, 8, 8)]
[4243, 'Cracker', (51, 10, 0), (50, 6, 13)]
[4244, 'Sender', (61, 11, 5), (57, 10, 11)]
[4245, 'Cracker', (60, 10, 2), (50, 9, 11)]
[4246, 'Cracker', (27, 8, 0), (42, 7, 6)]
[4247, 'Cracker', (41, 10, 0), (41, 7, 9)]
[4248, 'Cracker', (47, 10, 0), (44, 9, 7)]
[4249, 'Sender', (45, 11, 2), (43, 8, 5)]
[4250, 'Sender', (80, 11, 6), (72, 11, 8)]
[4251, 'Sender', (33, 11, 0), (29, 7, 5)]
[4252, 'Cracker', (65, 10, 0), (74, 8, 11)]
[4253, 'Sender', (49, 11, 2), (41, 9, 9)]
[4254, 'Cracker', (90, 10, 2), (93, 11, 11)]
[4255, 'Cracker', (64, 9, 0), (63, 8, 11)]
[4256, 'Cracker', (65, 10, 1), (70, 9, 10)]
[4257, 'Sender', (121, 11, 12), (112, 20, 8)]
[4258, 'Sender', (42, 11, 0), (40, 7, 8)]
[4259, 'Sender', (59, 11, 3), (52, 10, 8)]
[4260, 'Sender', (50, 11, 2), (55, 8, 9)]
[4261, 'Cracker', (53, 10, 0), (53, 7, 7)]
[4262, 'Cracker', (36, 8, 0), (38, 6, 8)]
[4263, 'Sender', (51, 11, 1), (50, 8, 11)]
[4264, 'Cracker', (24, 10, 0), (25, 5, 7)]
[4265, 'Sender', (46, 11, 0), (48, 6, 5)]
[4266, 'Sender', (49, 11, 0), (48, 7, 7)]
[4267, 'Cracker', (32, 10, 0), (35, 7, 6)]
[4268, 'Cracker', (29, 8, 0), (33, 7, 8)]
[4269, 'Cracker', (20, 10, 0), (19, 7, 6)]
[4270, 'Sender', (27, 11, 0), (25, 5, 3)]
[4271, 'Cracker', (70, 10, 0), (59, 6, 12)]
[4272, 'Cracker', (56, 9, 2), (55, 9, 7)]
[4273, 'Sender', (53, 11, 2), (52, 10, 5)]
[4274, 'Cracker', (53, 10, 0), (52, 7, 10)]
[4275, 'Cracker', (93, 10, 6), (87, 15, 12)]
[4276, 'Sender', (71, 11, 3), (85, 11, 7)]
[4277, 'Sender', (48, 11, 0), (43, 5, 10)]
[4278, 'Sender', (25, 11, 0), (24, 7, 4)]
[4279, 'Cracker', (64, 10, 0), (61, 8, 10)]
[4280, 'Cracker', (50, 10, 2), (55, 7, 11)]
[4281, 'Sender', (50, 11, 0), (43, 8, 8)]
[4282, 'Sender', (47, 11, 4), (55, 10, 5)]
[4283, 'Cracker', (33, 8, 0), (37, 4, 8)]
[4284, 'Cracker', (110, 10, 2), (121, 10, 12)]
[4285, 'Cracker', (40, 10, 0), (44, 8, 5)]
[4286, 'Sender', (66, 11, 1), (64, 9, 10)]
[4287, 'Sender', (53, 11, 3), (56, 8, 9)]
[4288, 'Sender', (32, 11, 0), (27, 5, 10)]
[4289, 'Sender', (57, 11, 1), (47, 5, 7)]
[4290, 'Sender', (21, 11, 0), (27, 7, 2)]
[4291, 'Cracker', (44, 10, 2), (44, 11, 6)]
[4292, 'Cracker', (49, 10, 0), (50, 8, 7)]
[4293, 'Cracker', (80, 10, 5), (72, 13, 8)]
[4294, 'Sender', (41, 11, 0), (42, 5, 8)]
[4295, 'Cracker', (37, 9, 0), (40, 6, 7)]
[4296, 'Sender', (50, 11, 0), (50, 7, 10)]
[4297, 'Cracker', (42, 10, 0), (41, 8, 7)]
[4298, 'Sender', (45, 11, 1), (39, 6, 5)]
[4299, 'Cracker', (42, 10, 0), (40, 6, 13)]
[4300, 'Cracker', (52, 10, 2), (58, 7, 12)]
[4301, 'Sender', (74, 11, 1), (76, 9, 12)]
[4302, 'Sender', (34, 11, 0), (35, 8, 7)]
[4303, 'Cracker', (40, 10, 0), (39, 7, 8)]
[4304, 'Cracker', (36, 10, 0), (39, 5, 10)]
[4305, 'Cracker', (38, 9, 0), (37, 4, 10)]
[4306, 'Sender', (34, 11, 1), (45, 7, 7)]
[4307, 'Cracker', (39, 10, 0), (36, 6, 7)]
[4308, 'Cracker', (61, 9, 5), (56, 13, 7)]
[4309, 'Sender', (36, 11, 6), (32, 9, 3)]
[4310, 'Cracker', (50, 9, 3), (46, 11, 6)]
[4311, 'Sender', (49, 11, 0), (53, 7, 11)]
[4312, 'Sender', (42, 11, 2), (43, 8, 5)]
[4313, 'Cracker', (35, 9, 0), (37, 7, 6)]
[4314, 'Sender', (102, 11, 6), (105, 14, 14)]
[4315, 'Cracker', (55, 10, 1), (60, 8, 11)]
[4316, 'Sender', (63, 11, 1), (64, 10, 7)]
[4317, 'Cracker', (29, 9, 1), (32, 6, 7)]
[4318, 'Cracker', (44, 8, 0), (50, 6, 8)]
[4319, 'Sender', (64, 11, 4), (54, 11, 9)]
[4320, 'Cracker', (50, 9, 2), (52, 9, 6)]
[4321, 'Cracker', (75, 9, 1), (77, 7, 13)]
[4322, 'Sender', (37, 11, 1), (35, 6, 9)]
[4323, 'Sender', (54, 11, 1), (57, 7, 6)]
[4324, 'Cracker', (47, 10, 0), (47, 7, 8)]
[4325, 'Sender', (42, 11, 1), (36, 7, 7)]
[4326, 'Sender', (56, 11, 2), (53, 10, 5)]
[4327, 'Cracker', (33, 10, 0), (37, 4, 7)]
[4328, 'Cracker', (56, 8, 7), (60, 14, 7)]
[4329, 'Cracker', (36, 7, 0), (37, 4, 9)]
[4330, 'Cracker', (68, 10, 4), (64, 12, 11)]
[4331, 'Sender', (49, 11, 4), (44, 11, 4)]
[4332, 'Cracker', (96, 10, 3), (83, 11, 12)]
[4333, 'Sender', (66, 11, 2), (70, 9, 7)]
[4334, 'Cracker', (37, 8, 0), (29, 4, 8)]
[4335, 'Sender', (58, 11, 2), (62, 8, 9)]
[4336, 'Cracker', (38, 10, 0), (38, 3, 11)]
[4337, 'Cracker', (46, 10, 0), (54, 8, 10)]
[4338, 'Sender', (52, 11, 1), (48, 7, 7)]
[4339, 'Sender', (66, 11, 5), (61, 9, 11)]
[4340, 'Cracker', (34, 9, 1), (41, 8, 5)]
[4341, 'Sender', (31, 11, 1), (31, 7, 6)]
[4342, 'Sender', (72, 11, 5), (63, 12, 6)]
[4343, 'Sender', (61, 11, 4), (42, 7, 7)]
[4344, 'Sender', (38, 11, 0), (41, 4, 8)]
[4345, 'Sender', (41, 11, 0), (35, 8, 7)]
[4346, 'Sender', (26, 11, 1), (29, 7, 3)]
[4347, 'Cracker', (68, 10, 3), (69, 12, 6)]
[4348, 'Sender', (43, 11, 1), (42, 7, 3)]
[4349, 'Sender', (45, 11, 1), (35, 7, 8)]
[4350, 'Sender', (46, 11, 0), (41, 5, 4)]
[4351, 'Sender', (76, 11, 7), (77, 13, 8)]
[4352, 'Sender', (46, 11, 1), (40, 6, 6)]
[4353, 'Cracker', (37, 8, 0), (39, 7, 9)]
[4354, 'Sender', (55, 11, 3), (51, 9, 8)]
[4355, 'Cracker', (30, 8, 0), (35, 6, 9)]
[4356, 'Cracker', (83, 10, 2), (81, 10, 14)]
[4357, 'Cracker', (69, 10, 5), (64, 14, 4)]
[4358, 'Sender', (58, 11, 4), (64, 9, 7)]
[4359, 'Sender', (49, 11, 2), (48, 7, 7)]
[4360, 'Sender', (44, 11, 2), (43, 9, 7)]
[4361, 'Sender', (36, 11, 2), (35, 9, 5)]
[4362, 'Sender', (30, 11, 0), (27, 6, 5)]
[4363, 'Sender', (61, 11, 2), (67, 8, 8)]
[4364, 'Sender', (45, 11, 2), (47, 9, 4)]
[4365, 'Cracker', (49, 10, 1), (47, 8, 7)]
[4366, 'Sender', (65, 11, 3), (66, 9, 12)]
[4367, 'Cracker', (57, 9, 1), (59, 7, 12)]
[4368, 'Cracker', (69, 8, 0), (55, 6, 12)]
[4369, 'Cracker', (36, 7, 0), (42, 4, 8)]
[4370, 'Cracker', (38, 8, 0), (46, 8, 10)]
[4371, 'Sender', (72, 11, 3), (70, 9, 10)]
[4372, 'Sender', (47, 11, 0), (41, 5, 6)]
[4373, 'Sender', (50, 11, 1), (49, 9, 9)]
[4374, 'Cracker', (33, 9, 0), (31, 6, 6)]
[4375, 'Sender', (63, 11, 0), (63, 7, 13)]
[4376, 'Sender', (58, 11, 2), (62, 9, 10)]
[4377, 'Sender', (58, 11, 0), (62, 8, 17)]
[4378, 'Cracker', (60, 9, 1), (59, 9, 7)]
[4379, 'Sender', (30, 11, 0), (27, 5, 7)]
[4380, 'Sender', (53, 11, 1), (48, 6, 6)]
[4381, 'Sender', (39, 11, 0), (40, 6, 3)]
[4382, 'Sender', (49, 11, 0), (49, 6, 6)]
[4383, 'Sender', (67, 11, 4), (65, 12, 9)]
[4384, 'Sender', (51, 11, 0), (44, 9, 7)]
[4385, 'Cracker', (37, 10, 1), (40, 7, 13)]
[4386, 'Sender', (39, 11, 0), (41, 7, 5)]
[4387, 'Cracker', (40, 10, 0), (45, 7, 7)]
[4388, 'Cracker', (31, 9, 0), (34, 7, 8)]
[4389, 'Cracker', (66, 10, 1), (73, 9, 9)]
[4390, 'Sender', (50, 11, 1), (45, 7, 10)]
[4391, 'Sender', (43, 11, 2), (36, 8, 6)]
[4392, 'Sender', (45, 11, 0), (40, 7, 5)]
[4393, 'Cracker', (27, 8, 0), (27, 6, 7)]
[4394, 'Sender', (42, 11, 1), (37, 9, 6)]
[4395, 'Sender', (24, 11, 0), (24, 5, 8)]
[4396, 'Cracker', (36, 9, 0), (37, 7, 6)]
[4397, 'Cracker', (59, 9, 1), (50, 7, 10)]
[4398, 'Cracker', (94, 9, 4), (92, 12, 12)]
[4399, 'Sender', (55, 11, 1), (58, 7, 10)]
[4400, 'Sender', (98, 11, 5), (95, 13, 11)]
[4401, 'Sender', (44, 11, 0), (47, 5, 6)]
[4402, 'Sender', (81, 11, 4), (83, 12, 16)]
[4403, 'Cracker', (23, 5, 0), (34, 5, 9)]
[4404, 'Cracker', (29, 10, 0), (37, 7, 7)]
[4405, 'Sender', (31, 11, 0), (31, 6, 6)]
[4406, 'Sender', (49, 11, 1), (42, 7, 10)]
[4407, 'Cracker', (76, 10, 4), (74, 9, 11)]
[4408, 'Sender', (55, 11, 0), (57, 6, 9)]
[4409, 'Sender', (34, 11, 1), (32, 7, 5)]
[4410, 'Sender', (33, 11, 1), (27, 5, 5)]
[4411, 'Sender', (66, 11, 5), (65, 10, 8)]
[4412, 'Sender', (43, 11, 0), (49, 7, 6)]
[4413, 'Cracker', (31, 9, 1), (39, 6, 8)]
[4414, 'Sender', (51, 11, 1), (63, 7, 10)]
[4415, 'Cracker', (29, 9, 0), (29, 6, 7)]
[4416, 'Cracker', (48, 10, 1), (41, 7, 11)]
[4417, 'Cracker', (45, 9, 0), (54, 5, 11)]
[4418, 'Cracker', (49, 10, 2), (56, 10, 9)]
[4419, 'Sender', (41, 11, 0), (37, 4, 8)]
[4420, 'Cracker', (47, 10, 0), (45, 5, 12)]
[4421, 'Sender', (41, 11, 2), (38, 8, 11)]
[4422, 'Cracker', (56, 10, 1), (64, 9, 10)]
[4423, 'Sender', (43, 11, 0), (40, 7, 7)]
[4424, 'Cracker', (72, 10, 3), (63, 11, 9)]
[4425, 'Sender', (32, 11, 1), (36, 8, 2)]
[4426, 'Sender', (26, 11, 0), (27, 7, 4)]
[4427, 'Sender', (66, 11, 6), (70, 13, 9)]
[4428, 'Sender', (59, 11, 1), (48, 8, 3)]
[4429, 'Cracker', (60, 9, 0), (59, 9, 11)]
[4430, 'Cracker', (77, 10, 7), (75, 13, 14)]
[4431, 'Sender', (73, 11, 3), (78, 8, 8)]
[4432, 'Sender', (28, 11, 0), (26, 6, 8)]
[4433, 'Sender', (58, 11, 6), (64, 12, 5)]
[4434, 'Sender', (57, 11, 2), (51, 9, 7)]
[4435, 'Sender', (34, 11, 1), (27, 5, 5)]
[4436, 'Cracker', (45, 8, 0), (39, 8, 6)]
[4437, 'Sender', (40, 11, 2), (39, 9, 7)]
[4438, 'Cracker', (74, 10, 5), (75, 14, 9)]
[4439, 'Cracker', (45, 9, 0), (48, 5, 11)]
[4440, 'Sender', (65, 11, 0), (65, 9, 9)]
[4441, 'Sender', (61, 11, 0), (63, 8, 11)]
[4442, 'Cracker', (81, 9, 1), (80, 8, 10)]
[4443, 'Cracker', (36, 9, 0), (35, 7, 7)]
[4444, 'Cracker', (36, 9, 1), (41, 8, 5)]
[4445, 'Sender', (53, 11, 0), (57, 5, 8)]
[4446, 'Cracker', (42, 9, 0), (47, 6, 10)]
[4447, 'Sender', (37, 11, 0), (37, 7, 6)]
[4448, 'Cracker', (40, 10, 2), (47, 8, 11)]
[4449, 'Sender', (48, 11, 1), (45, 9, 6)]
[4450, 'Cracker', (46, 9, 0), (41, 8, 7)]
[4451, 'Sender', (52, 11, 6), (51, 10, 4)]
[4452, 'Sender', (46, 11, 1), (45, 7, 3)]
[4453, 'Cracker', (42, 10, 0), (40, 9, 8)]
[4454, 'Sender', (37, 11, 2), (35, 8, 5)]
[4455, 'Cracker', (45, 10, 0), (45, 8, 5)]
[4456, 'Cracker', (52, 10, 1), (51, 9, 8)]
[4457, 'Cracker', (57, 10, 1), (57, 9, 9)]
[4458, 'Cracker', (55, 10, 0), (65, 6, 11)]
[4459, 'Sender', (35, 11, 0), (35, 6, 6)]
[4460, 'Cracker', (55, 10, 3), (58, 11, 11)]
[4461, 'Cracker', (42, 9, 1), (37, 10, 4)]
[4462, 'Sender', (88, 11, 6), (89, 13, 11)]
[4463, 'Cracker', (22, 9, 0), (24, 5, 6)]
[4464, 'Cracker', (54, 10, 1), (54, 9, 10)]
[4465, 'Sender', (23, 11, 1), (17, 6, 3)]
[4466, 'Sender', (33, 11, 1), (36, 6, 3)]
[4467, 'Sender', (68, 11, 4), (76, 11, 10)]
[4468, 'Cracker', (31, 10, 0), (25, 7, 6)]
[4469, 'Sender', (34, 11, 1), (41, 7, 3)]
[4470, 'Sender', (45, 11, 4), (41, 8, 3)]
[4471, 'Cracker', (35, 10, 2), (41, 8, 10)]
[4472, 'Sender', (74, 11, 0), (66, 9, 10)]
[4473, 'Cracker', (35, 10, 0), (35, 6, 6)]
[4474, 'Cracker', (24, 8, 0), (28, 5, 10)]
[4475, 'Sender', (50, 11, 2), (47, 9, 6)]
[4476, 'Sender', (49, 11, 7), (50, 11, 5)]
[4477, 'Sender', (83, 11, 2), (84, 10, 15)]
[4478, 'Cracker', (45, 10, 0), (51, 9, 7)]
[4479, 'Cracker', (79, 10, 0), (77, 6, 14)]
[4480, 'Sender', (40, 11, 3), (35, 8, 3)]
[4481, 'Cracker', (42, 7, 0), (42, 4, 13)]
[4482, 'Cracker', (106, 10, 6), (107, 15, 17)]
[4483, 'Cracker', (39, 9, 0), (38, 6, 10)]
[4484, 'Cracker', (48, 9, 1), (48, 9, 7)]
[4485, 'Cracker', (46, 9, 2), (48, 9, 8)]
[4486, 'Sender', (63, 11, 2), (63, 9, 8)]
[4487, 'Sender', (55, 11, 4), (57, 12, 4)]
[4488, 'Cracker', (95, 10, 5), (96, 13, 11)]
[4489, 'Sender', (48, 11, 0), (53, 8, 6)]
[4490, 'Sender', (56, 11, 3), (53, 9, 8)]
[4491, 'Cracker', (66, 10, 1), (66, 10, 14)]
[4492, 'Cracker', (22, 8, 0), (28, 5, 6)]
[4493, 'Cracker', (30, 8, 0), (26, 6, 5)]
[4494, 'Cracker', (22, 9, 0), (22, 5, 7)]
[4495, 'Sender', (30, 11, 0), (28, 6, 5)]
[4496, 'Sender', (47, 11, 0), (51, 6, 9)]
[4497, 'Cracker', (43, 10, 0), (40, 6, 9)]
[4498, 'Sender', (48, 11, 2), (54, 10, 6)]
[4499, 'Sender', (77, 11, 1), (70, 9, 8)]
[4500, 'Sender', (41, 11, 0), (38, 6, 5)]
[4501, 'Sender', (64, 11, 6), (62, 11, 6)]
[4502, 'Cracker', (46, 10, 0), (40, 6, 11)]
[4503, 'Sender', (51, 11, 1), (53, 8, 8)]
[4504, 'Sender', (39, 11, 0), (32, 5, 4)]
[4505, 'Cracker', (28, 9, 0), (26, 7, 6)]
[4506, 'Sender', (45, 11, 2), (43, 8, 1)]
[4507, 'Sender', (46, 11, 1), (47, 7, 7)]
[4508, 'Cracker', (47, 10, 2), (53, 10, 7)]
[4509, 'Cracker', (41, 10, 1), (47, 10, 7)]
[4510, 'Cracker', (47, 10, 0), (41, 8, 9)]
[4511, 'Cracker', (60, 9, 1), (52, 7, 10)]
[4512, 'Cracker', (34, 8, 0), (39, 5, 9)]
[4513, 'Cracker', (50, 9, 0), (51, 6, 11)]
[4514, 'Sender', (34, 11, 0), (30, 8, 2)]
[4515, 'Sender', (46, 11, 1), (42, 7, 5)]
[4516, 'Sender', (31, 11, 2), (28, 7, 2)]
[4517, 'Cracker', (25, 9, 0), (28, 6, 7)]
[4518, 'Sender', (59, 11, 1), (56, 7, 10)]
[4519, 'Cracker', (26, 8, 0), (23, 3, 9)]
[4520, 'Cracker', (46, 10, 0), (47, 8, 9)]
[4521, 'Cracker', (21, 7, 0), (23, 5, 6)]
[4522, 'Sender', (44, 11, 1), (39, 7, 6)]
[4523, 'Sender', (42, 11, 0), (39, 6, 10)]
[4524, 'Cracker', (35, 10, 0), (37, 5, 11)]
[4525, 'Sender', (45, 11, 5), (36, 8, 4)]
[4526, 'Cracker', (61, 10, 1), (65, 10, 9)]
[4527, 'Sender', (77, 11, 2), (82, 10, 12)]
[4528, 'Cracker', (65, 9, 0), (59, 7, 11)]
[4529, 'Sender', (64, 11, 1), (69, 8, 8)]
[4530, 'Cracker', (49, 9, 0), (52, 9, 9)]
[4531, 'Sender', (61, 11, 3), (69, 10, 8)]
[4532, 'Sender', (27, 11, 0), (29, 6, 8)]
[4533, 'Cracker', (22, 9, 0), (24, 5, 8)]
[4534, 'Cracker', (70, 10, 1), (69, 10, 12)]
[4535, 'Cracker', (52, 9, 0), (59, 7, 7)]
[4536, 'Sender', (36, 11, 2), (31, 7, 6)]
[4537, 'Sender', (34, 11, 0), (36, 6, 7)]
[4538, 'Cracker', (33, 9, 0), (32, 6, 9)]
[4539, 'Sender', (47, 11, 1), (41, 8, 5)]
[4540, 'Cracker', (44, 10, 0), (51, 7, 11)]
[4541, 'Cracker', (37, 10, 0), (43, 5, 9)]
[4542, 'Cracker', (72, 9, 1), (74, 9, 12)]
[4543, 'Sender', (58, 11, 2), (59, 8, 12)]
[4544, 'Sender', (33, 11, 0), (31, 5, 8)]
[4545, 'Sender', (40, 11, 0), (37, 5, 6)]
[4546, 'Sender', (72, 11, 5), (67, 9, 13)]
[4547, 'Sender', (39, 11, 1), (35, 5, 7)]
[4548, 'Cracker', (31, 8, 0), (30, 7, 5)]
[4549, 'Sender', (56, 11, 3), (63, 10, 7)]
[4550, 'Sender', (37, 11, 0), (40, 6, 7)]
[4551, 'Cracker', (62, 10, 0), (61, 9, 10)]
[4552, 'Cracker', (55, 10, 2), (51, 10, 12)]
[4553, 'Cracker', (31, 10, 0), (32, 7, 6)]
[4554, 'Cracker', (48, 10, 0), (50, 6, 11)]
[4555, 'Sender', (67, 11, 4), (59, 11, 10)]
[4556, 'Sender', (60, 11, 1), (61, 8, 8)]
[4557, 'Sender', (41, 11, 4), (44, 8, 5)]
[4558, 'Cracker', (53, 10, 0), (51, 9, 10)]
[4559, 'Sender', (56, 11, 1), (50, 6, 4)]
[4560, 'Cracker', (37, 10, 0), (43, 8, 7)]
[4561, 'Cracker', (65, 10, 0), (66, 8, 9)]
[4562, 'Sender', (79, 11, 1), (77, 8, 12)]
[4563, 'Cracker', (37, 9, 0), (32, 6, 9)]
[4564, 'Sender', (42, 11, 1), (49, 9, 6)]
[4565, 'Sender', (43, 11, 0), (35, 7, 4)]
[4566, 'Sender', (58, 11, 2), (54, 10, 5)]
[4567, 'Sender', (36, 11, 0), (37, 7, 9)]
[4568, 'Cracker', (53, 10, 2), (62, 11, 9)]
[4569, 'Cracker', (32, 9, 0), (35, 6, 7)]
[4570, 'Sender', (37, 11, 5), (37, 8, 1)]
[4571, 'Sender', (72, 11, 2), (76, 10, 12)]
[4572, 'Sender', (43, 11, 1), (44, 7, 8)]
[4573, 'Sender', (76, 11, 6), (74, 12, 4)]
[4574, 'Sender', (33, 11, 3), (35, 8, 3)]
[4575, 'Cracker', (44, 10, 0), (45, 6, 7)]
[4576, 'Sender', (45, 11, 1), (43, 6, 7)]
[4577, 'Cracker', (24, 8, 0), (24, 2, 9)]
[4578, 'Sender', (52, 11, 3), (47, 9, 6)]
[4579, 'Cracker', (58, 10, 2), (64, 9, 11)]
[4580, 'Sender', (52, 11, 2), (49, 8, 8)]
[4581, 'Cracker', (27, 10, 0), (31, 7, 6)]
[4582, 'Cracker', (55, 10, 1), (56, 9, 9)]
[4583, 'Cracker', (28, 9, 2), (30, 8, 6)]
[4584, 'Sender', (61, 11, 4), (54, 10, 4)]
[4585, 'Cracker', (42, 10, 0), (41, 7, 6)]
[4586, 'Sender', (45, 11, 0), (51, 7, 6)]
[4587, 'Cracker', (72, 10, 2), (72, 10, 13)]
[4588, 'Sender', (39, 11, 0), (32, 4, 9)]
[4589, 'Cracker', (52, 10, 0), (50, 6, 11)]
[4590, 'Cracker', (45, 10, 0), (42, 7, 7)]
[4591, 'Cracker', (40, 10, 0), (35, 7, 7)]
[4592, 'Sender', (76, 11, 5), (67, 10, 6)]
[4593, 'Cracker', (38, 10, 0), (40, 7, 6)]
[4594, 'Cracker', (50, 10, 1), (50, 8, 12)]
[4595, 'Cracker', (47, 9, 1), (48, 10, 8)]
[4596, 'Sender', (46, 11, 2), (43, 7, 6)]
[4597, 'Cracker', (42, 8, 0), (40, 6, 10)]
[4598, 'Sender', (46, 11, 0), (49, 7, 2)]
[4599, 'Sender', (44, 11, 7), (38, 11, 6)]
